DateTime,Temperature,Dissolved_Oxygen,pH,Turbidity,Date,Hour
2024-01-07 08:00:00,26.8919851670529,7.54610888679461,7.81525303967933,3.81715252130038,2024-01-07,8
2024-01-07 09:00:00,27.4393522182966,5.59819354936458,7.76970700397891,3.67827771965398,2024-01-07,9
2024-01-07 10:00:00,27.4758434839792,6.18348635934463,7.92139442094082,3.30403928216316,2024-01-07,10
2024-01-07 11:00:00,26.8713891491842,6.32473292628794,7.67428536751833,2.93796010684353,2024-01-07,11
2024-01-07 12:00:00,28.4194647066869,6.08849478633557,7.75781113090288,2.97965021223154,2024-01-07,12
2024-01-07 13:00:00,27.5842997525471,5.94984696612745,7.85550682348191,3.0872740613369,2024-01-07,13
2024-01-07 14:00:00,26.5852179016784,7.14779934728268,7.72511524949411,2.54213124876311,2024-01-07,14
2024-01-07 15:00:00,27.6939321651803,6.77155938136328,7.97050789415618,2.87850986690631,2024-01-07,15
2024-01-07 16:00:00,26.7151909978636,7.12764323856307,8.22250396577243,2.67253509839363,2024-01-07,16
2024-01-07 17:00:00,27.7722507622455,7.31428361167291,7.6715973921525,3.88872625136642,2024-01-07,17
2024-01-07 18:00:00,27.9951573474044,7.05937019590352,7.48032368777615,3.57593882872693,2024-01-07,18
2024-01-07 19:00:00,26.807590608989,7.29465790569023,7.40963456482999,3.64796886251215,2024-01-07,19
2024-01-07 20:00:00,27.8780256775466,6.85828062825464,7.79840169028605,3.56319773916304,2024-01-07,20
2024-01-07 21:00:00,27.5476685561619,6.18780396701655,7.6907354360735,3.38179607803369,2024-01-07,21
2024-01-07 22:00:00,27.7932360959967,7.53468850849248,7.87365070522409,3.93809254281553,2024-01-07,22
2024-01-07 23:00:00,28.4380757895924,6.54653272033132,7.85784551112548,3.04737205803535,2024-01-07,23
2024-01-08 00:00:00,27.1527671303983,6.33864222074254,7.49332446221104,3.35586795180783,2024-01-08,0
2024-01-08 01:00:00,26.8477583013855,6.79324927451736,7.44887439580891,3.63123529596437,2024-01-08,1
2024-01-08 02:00:00,26.7662913422247,6.35231344842209,7.89214598047268,2.74188003030187,2024-01-08,2
2024-01-08 03:00:00,26.8105138290207,6.64954177080634,7.85844005529119,4.6415332253413,2024-01-08,3
2024-01-08 04:00:00,27.2537389743515,7.10643235293808,7.74057822034302,3.32228327799436,2024-01-08,4
2024-01-08 05:00:00,27.50469118489,7.10900504354768,7.48199984712222,3.37105546374751,2024-01-08,5
2024-01-08 06:00:00,27.466014479598,6.36130196014462,7.92899216518065,3.85045755362022,2024-01-08,6
2024-01-08 07:00:00,27.7963099494216,6.60737677623075,8.09709890453903,3.7034307931944,2024-01-08,7
2024-01-08 08:00:00,27.3078011351267,7.54459980286215,7.88837631244597,3.32637354834048,2024-01-08,8
2024-01-08 09:00:00,28.1721204462944,7.19784007064037,7.65203048298134,3.36595565838216,2024-01-08,9
2024-01-08 10:00:00,27.1412059000572,8.14503902360913,7.83935595476994,2.66321613169237,2024-01-08,10
2024-01-08 11:00:00,28.9321014999538,7.60807690424492,7.54311604300393,3.07071971552451,2024-01-08,11
2024-01-08 12:00:00,27.675400408659,7.58657584113596,8.05217174990615,3.53240039294835,2024-01-08,12
2024-01-08 13:00:00,26.7857054661502,6.06727886972652,7.8471873102512,3.50087392078844,2024-01-08,13
2024-01-08 14:00:00,26.6574645011633,7.35831621098005,7.45868704853182,3.83510127250176,2024-01-08,14
2024-01-08 15:00:00,27.5894834491459,6.86813591898185,7.76685838430683,3.25818454496397,2024-01-08,15
2024-01-08 16:00:00,27.1659223288045,6.56941091787705,7.92729331714919,2.71346679922473,2024-01-08,16
2024-01-08 17:00:00,27.7284002964553,7.00080920431952,7.76005999959514,3.76439408523354,2024-01-08,17
2024-01-08 18:00:00,27.5839425747441,7.46712692076689,7.77206189849756,3.92751841885827,2024-01-08,18
2024-01-08 19:00:00,27.2563026524059,7.20049895460253,7.57287553652007,3.69624516632818,2024-01-08,19
2024-01-08 20:00:00,26.791923769159,6.37291571919476,7.94897360728715,3.23963752153128,2024-01-08,20
2024-01-08 21:00:00,26.3910916651885,7.34547534815557,7.69382146799598,3.75908600230693,2024-01-08,21
2024-01-08 22:00:00,27.0320910287598,6.51744747475442,7.37714647082894,4.78443150554353,2024-01-08,22
2024-01-08 23:00:00,27.8138392765941,7.03000987137857,7.75203595215922,3.35951549520941,2024-01-08,23
2024-01-09 00:00:00,27.4284562464781,6.71798995951372,8.03604144026977,2.7459532223346,2024-01-09,0
2024-01-09 01:00:00,26.5525567327728,6.76868024895863,7.74874481621401,3.05789742869258,2024-01-09,1
2024-01-09 02:00:00,27.4039085555107,7.35974578502431,8.19497684687594,3.57895468013074,2024-01-09,2
2024-01-09 03:00:00,27.5311904278373,6.27588376811046,7.92008326919519,2.61993414631383,2024-01-09,3
2024-01-09 04:00:00,26.7696855382793,8.06711704456616,7.90113921407888,3.38284332221219,2024-01-09,4
2024-01-09 05:00:00,27.3922350635673,5.8073483584233,7.8030363641573,3.47354475963583,2024-01-09,5
2024-01-09 06:00:00,27.3349252310676,6.54139939004709,7.8156598963695,3.97010234811944,2024-01-09,6
2024-01-09 07:00:00,26.6142178213016,7.12212713396505,7.7746810366249,3.87338378810335,2024-01-09,7
2024-01-09 08:00:00,27.514672416209,7.25058849986119,7.76652342766267,3.68177146045326,2024-01-09,8
2024-01-09 09:00:00,27.6364707158209,6.83971456765698,7.9414821040341,2.38004802547875,2024-01-09,9
2024-01-09 10:00:00,27.9498307459052,6.86556557819908,7.63347544174398,3.70605284506061,2024-01-09,10
2024-01-09 11:00:00,27.9322812312209,7.14633005119657,7.60406229596791,3.61337075600591,2024-01-09,11
2024-01-09 12:00:00,26.4733983792258,6.76135831352539,7.59412903931617,3.42005608214369,2024-01-09,12
2024-01-09 13:00:00,26.7373049760509,7.73590875476094,8.2595874550122,2.56600448575744,2024-01-09,13
2024-01-09 14:00:00,27.6090211603252,7.40360946853896,7.94137200935082,2.97598721904956,2024-01-09,14
2024-01-09 15:00:00,27.6082715705473,7.42369461060338,7.89394336235283,2.80826620910035,2024-01-09,15
2024-01-09 16:00:00,27.6090286117836,6.32030596597775,7.60792191923838,2.44354637101195,2024-01-09,16
2024-01-09 17:00:00,29.6116388943928,6.85236694535658,7.96090188314171,3.30874648489164,2024-01-09,17
2024-01-09 18:00:00,27.6425343064159,6.71972043076758,7.8055200172448,2.96693648777961,2024-01-09,18
2024-01-09 19:00:00,27.9813393841084,6.29663917458632,7.87497547763767,4.43888139951563,2024-01-09,19
2024-01-09 20:00:00,27.8724010580959,7.11609851036746,7.62490973366865,3.2374280660417,2024-01-09,20
2024-01-09 21:00:00,27.6908347507835,6.57741254533211,7.86365646005769,3.86631385702236,2024-01-09,21
2024-01-09 22:00:00,27.1108384532158,7.29324229791014,7.74099495697664,2.63528741938191,2024-01-09,22
2024-01-09 23:00:00,27.755381532296,6.2578850622634,7.66922165702366,3.08206147801791,2024-01-09,23
2024-01-10 00:00:00,26.8363048712775,7.93142436770509,7.98416233051952,3.35166608669476,2024-01-10,0
2024-01-10 01:00:00,27.157908835956,6.36220040484476,7.5070813602087,2.9194938020987,2024-01-10,1
2024-01-10 02:00:00,27.0087818713025,7.03158140232026,7.94860301550597,3.12845370553396,2024-01-10,2
2024-01-10 03:00:00,27.3491244836318,7.37511558623284,7.97374208804613,3.21628111031528,2024-01-10,3
2024-01-10 04:00:00,28.6887951400041,6.55761574187993,7.64527482813424,3.2094195662587,2024-01-10,4
2024-01-10 05:00:00,26.179640884445,7.41148118605977,7.65773102316218,4.1077009864052,2024-01-10,5
2024-01-10 06:00:00,27.7117561142247,6.16248984131975,7.78316460693406,3.47263730273555,2024-01-10,6
2024-01-10 07:00:00,26.3323704772862,7.77127061950954,7.88922760419707,3.51618954206476,2024-01-10,7
2024-01-10 08:00:00,27.0168408805263,6.90848955897946,7.79790045171901,3.54205155296838,2024-01-10,8
2024-01-10 09:00:00,27.9533703581804,6.54215315521867,7.9210481166403,3.57342934225496,2024-01-10,9
2024-01-10 10:00:00,27.3385680114573,6.72049093654354,8.20022572703285,3.27435859693381,2024-01-10,10
2024-01-10 11:00:00,26.6533531332424,7.38535156163563,7.72337947847856,3.1720790602641,2024-01-10,11
2024-01-10 12:00:00,26.870817774444,6.54932682488974,7.46981220615228,3.38173090559286,2024-01-10,12
2024-01-10 13:00:00,27.7077586493608,6.45038538634633,8.00344395243644,3.80742569803279,2024-01-10,13
2024-01-10 14:00:00,26.8617800209697,6.76707804144976,8.18349606094478,3.79428242102765,2024-01-10,14
2024-01-10 15:00:00,27.4298751537492,6.19382273233802,7.91248135624074,3.20662865545398,2024-01-10,15
2024-01-10 16:00:00,27.3273431039423,7.99232634476509,7.60157277817573,3.64017278870729,2024-01-10,16
2024-01-10 17:00:00,26.9090397914365,6.56016324527117,7.80398260372061,3.22632859489294,2024-01-10,17
2024-01-10 18:00:00,28.5863664535952,7.39897007170824,7.59511006831556,3.32456433625716,2024-01-10,18
2024-01-10 19:00:00,27.6803514133908,7.02568205018866,7.96499965373222,3.1063849459317,2024-01-10,19
2024-01-10 20:00:00,26.0849144480054,6.30927956971082,7.54622901543333,3.23189259027032,2024-01-10,20
2024-01-10 21:00:00,27.4118725888617,6.89642717447236,7.76697295476608,3.88677192990636,2024-01-10,21
2024-01-10 22:00:00,26.902928121139,7.37040166758645,7.61908905647828,3.34974109335587,2024-01-10,22
2024-01-10 23:00:00,27.8114600008777,6.78704319894822,7.85663318387834,3.3681714786775,2024-01-10,23
2024-01-11 00:00:00,26.8244875569404,7.61586776751062,7.75306824780107,2.68769635491908,2024-01-11,0
2024-01-11 01:00:00,27.2311581351199,7.51290923566912,7.86712004168256,3.17702511971793,2024-01-11,1
2024-01-11 02:00:00,27.6029923673883,7.451348912795,7.83469361654294,3.20623459138977,2024-01-11,2
2024-01-11 03:00:00,27.8194531165021,6.6242059366362,7.62280160417794,2.95346830125934,2024-01-11,3
2024-01-11 04:00:00,26.5798221557665,6.25209453133111,7.9616441833411,3.31931612703253,2024-01-11,4
2024-01-11 05:00:00,27.0992992584954,6.53184743678232,7.81975921311295,3.12545161520211,2024-01-11,5
2024-01-11 06:00:00,27.0150328133034,7.01774456440003,7.62240890834816,3.34439821775474,2024-01-11,6
2024-01-11 07:00:00,26.9080024604558,7.22747202811941,8.30059457680322,3.36224629422214,2024-01-11,7
2024-01-11 08:00:00,28.3592725441687,5.59705715714373,7.9300503350106,2.89902562613626,2024-01-11,8
2024-01-11 09:00:00,27.5429890265766,6.89513207903295,7.79781528378615,3.13855823353223,2024-01-11,9
2024-01-11 10:00:00,26.543469627399,6.99485353519391,8.12719295060738,3.34327094158716,2024-01-11,10
2024-01-11 11:00:00,27.8507171682329,6.73347344621067,8.21678127797119,3.81924875539739,2024-01-11,11
2024-01-11 12:00:00,28.5732937182076,7.67476430340953,7.79947662131408,3.42038924430217,2024-01-11,12
2024-01-11 13:00:00,27.9194791563307,7.15306804455052,7.9029534721513,3.02536787263551,2024-01-11,13
2024-01-11 14:00:00,26.3883780204276,7.68611514484854,7.62251940821938,3.48157204647486,2024-01-11,14
2024-01-11 15:00:00,27.0094595562803,6.77042368778986,7.79908952233872,4.04424602240836,2024-01-11,15
2024-01-11 16:00:00,28.060146689512,7.46248649550416,7.78819686371043,3.70418378321328,2024-01-11,16
2024-01-11 17:00:00,26.8753983206287,7.88103983671651,7.86881367706055,3.54543640808732,2024-01-11,17
