Timestamp,Temp,pH,Turbidity,DO,OxygenationInterventions,DiseaseOccurrence,Pond_ID,Data_Type,Observation_ID,RiskLevel,RiskFactorsCount,DataConfidenceScore,SHACL_ViolationCount_KG,RiskLevel_encoded,SHACL_pH_Violation,SHACL_DO_Violation,SHACL_Temp_Missing,SHACL_Turb_Violation,SHACL_Violation_Count,SHACL_Sensor_Error_Flag,HighRisk_Triggered,MediumRisk_Triggered
2025-12-08 12:00:00,27.290280024669805,7.983569749560329,3.2340413502889502,6.325239176129728,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251208_12,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-08 16:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251208_16,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-08 16:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251208_16,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-08 16:00:00,26.847163265310677,7.89061546012564,3.641894464253665,6.40523264973914,,,Pond_03,Real_Data,Obs_Pond_03_20251208_16,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-08 16:00:00,27.455486519302102,15.501123295800747,3.3550593038933636,6.403029247343183,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251208_16,Low,2,0.5,1,0,1,0,0,0,1,1,0,0
2025-12-08 16:00:00,27.57359479466931,7.928623601578251,3.366288401174849,6.384679434208522,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251208_16,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-08 20:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251208_20,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-08 20:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251208_20,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-08 20:00:00,27.282397873036423,7.7218091644865225,3.1346712949473527,6.4965086423962,,,Pond_03,Real_Data,Obs_Pond_03_20251208_20,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-08 20:00:00,27.455487536921634,7.98041056346278,3.3145746609671893,6.157087227075417,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251208_20,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-08 20:00:00,27.41413021573061,7.965441416194127,3.360972626653331,6.389067057860844,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251208_20,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 00:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251209_00,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-09 00:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251209_00,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 00:00:00,27.1186866459162,7.9594182411971754,3.6944715065051623,5.85466698441884,,,Pond_03,Real_Data,Obs_Pond_03_20251209_00,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 00:00:00,27.56788402470313,7.9662453442513605,3.247956481483947,6.471891134681375,0.0,2.0,Pond_04,Mock_Data,Obs_Pond_04_20251209_00,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 00:00:00,27.501346895794732,7.969695603258605,3.192747572415605,6.441547744950562,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251209_00,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 04:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251209_04,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-09 04:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251209_04,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 04:00:00,27.353735869885124,7.80927445904965,3.8789691131220723,5.47700438348467,,,Pond_03,Real_Data,Obs_Pond_03_20251209_04,Medium,1,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 04:00:00,27.51756774973505,7.990460876493492,3.2536354293748184,6.331184228383445,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251209_04,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 04:00:00,27.464626021224507,7.939798875794287,3.2802426586549394,6.42547725507054,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251209_04,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 08:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251209_08,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-09 08:00:00,27.469999999999995,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251209_08,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 08:00:00,27.079573966265748,7.834302114109495,3.23169220506488,6.4341005157042,,,Pond_03,Real_Data,Obs_Pond_03_20251209_08,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-09 08:00:00,27.440900665230746,8.018688532456258,3.3722815466537615,6.409987195688266,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251209_08,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 08:00:00,27.54795074455513,7.9551828828803846,3.3717554736248267,6.425042623866728,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251209_08,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 12:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251209_12,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-09 12:00:00,27.469999999999995,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251209_12,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 12:00:00,26.86768029871435,8.052836120520453,3.4843763699655077,6.49989076982906,,,Pond_03,Real_Data,Obs_Pond_03_20251209_12,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 12:00:00,27.50362938812793,7.975906672608128,3.259232293057286,6.274324825723804,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251209_12,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 12:00:00,27.495168493523042,7.9375272334201155,3.2794734662924263,6.431174881626738,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251209_12,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 16:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251209_16,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 16:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251209_16,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 16:00:00,27.3739624324812,7.71609462863977,3.59378449666933,6.04039722615621,,,Pond_03,Real_Data,Obs_Pond_03_20251209_16,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 16:00:00,27.441276076000847,7.995432930239133,3.2502706361892852,6.378699686151545,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251209_16,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 16:00:00,27.455438736963682,7.979178266680812,3.27884612348826,6.35840201609496,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251209_16,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 20:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251209_20,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-09 20:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251209_20,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-09 20:00:00,27.059717588474548,7.712483701028938,3.3836312325860374,7.09460412600892,,,Pond_03,Real_Data,Obs_Pond_03_20251209_20,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 20:00:00,27.44113276801214,7.952269856058257,3.349037936104305,6.27347162575761,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251209_20,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-09 20:00:00,27.41461743690911,7.997555843944664,3.287808180301331,6.342032646554945,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251209_20,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 00:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251210_00,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 00:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251210_00,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 00:00:00,27.077936973477648,7.8701347123008,3.3006686900568223,6.08548947609484,,,Pond_03,Real_Data,Obs_Pond_03_20251210_00,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 00:00:00,27.484997497952538,7.959492250078483,3.314597487059928,6.300605922003911,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251210_00,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 00:00:00,27.519453016716056,8.003731275385999,3.251669945180808,6.395122691922169,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251210_00,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 04:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251210_04,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 04:00:00,27.47,7.980000000000001,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251210_04,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 04:00:00,27.58455508952205,7.9546037327243075,3.332914357488035,6.32147995714605,,,Pond_03,Real_Data,Obs_Pond_03_20251210_04,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 04:00:00,27.35140954221428,7.9901292569406,3.2595591784158904,6.460880494529704,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251210_04,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 04:00:00,27.35387887112147,7.988893739537545,3.2264946671271755,6.386234512964597,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251210_04,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 08:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251210_08,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 08:00:00,27.47,7.9799999999999995,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251210_08,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 08:00:00,27.3237567989178,7.6915716200344875,3.3856415077519224,6.37243033055281,,,Pond_03,Real_Data,Obs_Pond_03_20251210_08,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 08:00:00,27.363084771051376,8.01182216936268,3.309340284773288,6.327957468483565,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251210_08,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 08:00:00,27.51003409371617,7.95934301567833,3.3453830016657045,6.32048094694798,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251210_08,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 12:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251210_12,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 12:00:00,27.47,7.9799999999999995,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251210_12,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 12:00:00,26.854893778110625,7.917424360691925,3.483656242561635,6.66903426695395,,,Pond_03,Real_Data,Obs_Pond_03_20251210_12,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 12:00:00,27.435147847166625,7.9876250023550055,3.2557723103983314,6.353731955426896,0.0,2.0,Pond_04,Mock_Data,Obs_Pond_04_20251210_12,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 12:00:00,27.401878134121855,7.938572979799426,3.220537530396005,6.365566589468393,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251210_12,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 16:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251210_16,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 16:00:00,27.47,7.9799999999999995,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251210_16,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 16:00:00,27.765043294091498,7.85152097473725,3.1981425820418723,6.26493561981501,,,Pond_03,Real_Data,Obs_Pond_03_20251210_16,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-10 16:00:00,27.40722189597919,7.973287461710469,3.347464450147501,6.394949056789231,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251210_16,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 16:00:00,27.54762004189594,7.942329513174589,3.3106616782053235,6.3377834854938,0.0,2.0,Pond_05,Mock_Data,Obs_Pond_05_20251210_16,Low,3,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 16:00:00,27.54762004189594,7.942329513174589,3.3106616782053235,6.3377834854938,0.0,2.0,Pond_05,Mock_Data,Obs_Pond_05_20251210_16,Medium,3,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 20:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251210_20,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 20:00:00,27.470000000000002,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251210_20,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-10 20:00:00,27.54239226636255,7.898313285281845,2.76730067660364,5.40116338950424,,,Pond_03,Real_Data,Obs_Pond_03_20251210_20,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-10 20:00:00,27.48947792809468,7.97998480643279,3.3457634538376646,6.371304749332604,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251210_20,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-10 20:00:00,27.479997796537337,7.952790686364652,3.338226916915034,6.2860699365967525,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251210_20,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 00:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251211_00,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 00:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251211_00,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 00:00:00,27.259646252548425,7.770771979047963,3.3696300144340174,5.56899134396935,,,Pond_03,Real_Data,Obs_Pond_03_20251211_00,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 00:00:00,27.41371812958547,7.953188965068963,3.3229386726478327,6.349499693724264,0.0,2.0,Pond_04,Mock_Data,Obs_Pond_04_20251211_00,Low,3,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 00:00:00,27.41371812958547,7.953188965068963,3.3229386726478327,6.349499693724264,0.0,2.0,Pond_04,Mock_Data,Obs_Pond_04_20251211_00,Medium,3,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 00:00:00,27.509924591660468,7.9609412180000145,3.2374270354703865,6.421498943198397,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251211_00,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 04:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251211_04,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-11 04:00:00,27.47,7.98,3.2999999999999994,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251211_04,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 04:00:00,26.98383473695605,7.936857097920712,3.7091585762024475,6.24836725072915,,,Pond_03,Real_Data,Obs_Pond_03_20251211_04,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 04:00:00,27.382461468756883,7.99296191721384,3.315593849680292,6.3630490824369454,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251211_04,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 04:00:00,27.475081895865454,7.976574699241315,3.2601480389273436,6.343486103673914,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251211_04,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 08:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251211_08,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 08:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251211_08,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 08:00:00,27.464559676521326,7.885770300266,3.24809131478215,6.22032902923935,,,Pond_03,Real_Data,Obs_Pond_03_20251211_08,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-11 08:00:00,27.560845007648403,7.99891883896116,3.375937682600395,6.491787515871707,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251211_08,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 08:00:00,27.361382769196393,7.958254459294102,3.3523090150590376,6.469386003441071,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251211_08,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 12:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251211_12,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 12:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251211_12,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 12:00:00,27.290085387132624,7.874909002237097,3.1835875482016522,5.56171918852533,,,Pond_03,Real_Data,Obs_Pond_03_20251211_12,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-11 12:00:00,27.456005753779863,7.970306354178496,3.299986475282852,6.336361089558143,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251211_12,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 12:00:00,27.41664960044323,7.987268264805966,3.322976853942861,6.237342167839095,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251211_12,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 16:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251211_16,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-11 16:00:00,27.47,7.9799999999999995,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251211_16,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 16:00:00,27.457384465384074,7.893368217989828,3.192557146744295,6.56306535220163,,,Pond_03,Real_Data,Obs_Pond_03_20251211_16,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-11 16:00:00,27.47418558688919,7.969921434344756,3.2490407748368257,6.3527003939445645,0.0,1.0,Pond_04,Mock_Data,Obs_Pond_04_20251211_16,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 16:00:00,27.511676570685456,7.975019630135092,3.2733843049354765,6.304836681870974,0.0,2.0,Pond_05,Mock_Data,Obs_Pond_05_20251211_16,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 20:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251211_20,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-11 20:00:00,27.47,7.98,3.3,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251211_20,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 20:00:00,26.867199248739077,7.7796120113220395,3.2123043347356823,6.08583865818026,,,Pond_03,Real_Data,Obs_Pond_03_20251211_20,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-11 20:00:00,27.38169012479787,7.985700916836121,3.3193801030383323,6.40635399295452,0.0,2.0,Pond_04,Mock_Data,Obs_Pond_04_20251211_20,Low,3,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-11 20:00:00,27.38169012479787,7.985700916836121,3.3193801030383323,6.40635399295452,0.0,2.0,Pond_04,Mock_Data,Obs_Pond_04_20251211_20,Medium,3,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-11 20:00:00,27.480329793415542,7.9802261193994415,3.351837734955632,6.342061303077453,0.0,1.0,Pond_05,Mock_Data,Obs_Pond_05_20251211_20,Low,2,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-12 00:00:00,27.47,7.98,3.3,6.34,1.0,2.0,Pond_01,Real_Data,Obs_Pond_01_20251212_00,Unknown,0,1.0,0,-1,0,0,0,0,0,0,0,0
2025-12-12 00:00:00,27.47,7.98,3.2999999999999994,6.34,0.0,2.0,Pond_02,Real_Data,Obs_Pond_02_20251212_00,Medium,2,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-12 00:00:00,27.349155280876776,7.8457210599705505,3.4712364111221348,5.73794837849852,,,Pond_03,Real_Data,Obs_Pond_03_20251212_00,Low,1,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-12 00:00:00,27.43625763701249,7.970635927961767,3.3899447233947075,6.409819400409192,0.0,2.0,Pond_04,Mock_Data,Obs_Pond_04_20251212_00,Low,3,1.0,0,0,0,0,0,0,0,0,0,0
2025-12-12 00:00:00,27.43625763701249,7.970635927961767,3.3899447233947075,6.409819400409192,0.0,2.0,Pond_04,Mock_Data,Obs_Pond_04_20251212_00,Medium,3,1.0,0,1,0,0,0,0,0,0,0,1
2025-12-12 00:00:00,27.543201055570172,8.00444906294745,3.352022566766177,6.4118312107439435,0.0,2.0,Pond_05,Mock_Data,Obs_Pond_05_20251212_00,Low,3,1.0,0,0,0,0,0,0,0,0,0,0
